Transaction_Amount,Transaction_Type,Location,Time_of_Day,Card_Type,Previous_Fraud_History,Account_Age,Credit_Utilization,Fraudulent
2287,In-Person,Domestic,Night,Credit,0,6,0.5172577459012252,0
3914,Online,Domestic,Night,Debit,0,7,0.4077391294084943,0
3933,In-Person,International,Morning,Debit,0,5,0.9664346031480185,0
4224,In-Person,International,Night,Credit,1,3,0.7125291792889603,0
3237,Online,Domestic,Afternoon,Debit,0,2,0.7552404368419159,0
2841,In-Person,Domestic,Night,Debit,1,7,0.768063001224218,0
3768,Online,International,Morning,Debit,1,8,0.9093042926828989,0
2522,Online,International,Afternoon,Debit,0,8,0.7912169266294449,0
2161,In-Person,International,Afternoon,Debit,1,3,0.11458432834094016,0
3685,In-Person,Domestic,Afternoon,Credit,1,2,0.3352561712042996,0
2755,Online,Domestic,Night,Credit,0,9,0.9901939470862288,0
3876,Online,International,Morning,Debit,0,6,0.6869120379580527,0
3774,In-Person,Domestic,Morning,Debit,1,3,0.161305958417636,0
2232,Online,International,Night,Credit,0,5,0.5199743825729204,0
2802,Online,Domestic,Morning,Debit,0,1,0.9827510141690772,0
1707,Online,Domestic,Afternoon,Credit,1,2,0.9935543276286194,0
3472,In-Person,International,Afternoon,Credit,0,9,0.48920213780080324,0
4073,Online,International,Morning,Credit,0,3,0.9037477081114925,0
1534,Online,Domestic,Morning,Debit,0,8,0.6327930802567635,0
4770,Online,International,Night,Debit,0,8,0.558486413911342,0
42,In-Person,Domestic,Night,Debit,0,5,0.4707482397131184,0
4035,In-Person,International,Night,Debit,0,8,0.9029170357775466,0
2576,In-Person,International,Night,Credit,1,2,0.659014003746708,0
2813,Online,Domestic,Night,Debit,0,2,0.4004178793261173,0
3906,In-Person,Domestic,Night,Debit,1,4,0.5427391934818508,0
3719,Online,Domestic,Afternoon,Debit,1,8,0.49967136141637936,0
729,In-Person,International,Morning,Credit,1,2,0.5060387058528298,0
4589,Online,International,Night,Debit,1,4,0.38044882362419563,0
982,In-Person,Domestic,Afternoon,Credit,0,8,0.6696615558749246,0
3728,Online,International,Morning,Debit,1,3,0.14701365136406394,0
4412,Online,Domestic,Morning,Debit,0,8,0.8975469724045273,0
4562,In-Person,Domestic,Morning,Debit,1,2,0.4738572708477754,0
2217,Online,Domestic,Night,Debit,1,1,0.8207762217019764,0
4436,In-Person,Domestic,Night,Debit,0,6,0.7565426327188359,0
4330,In-Person,Domestic,Night,Credit,0,8,0.5246664703764338,0
3040,Online,International,Morning,Debit,1,9,0.2788395088827348,0
3585,Online,International,Morning,Credit,0,8,0.6059905188260188,0
3126,In-Person,Domestic,Afternoon,Debit,1,2,0.9532650390396912,0
3295,In-Person,International,Afternoon,Debit,0,1,0.2671952163784975,0
653,In-Person,Domestic,Afternoon,Credit,0,7,0.33041120068834234,0
4721,Online,International,Afternoon,Debit,1,7,0.9937049106851094,0
204,In-Person,International,Morning,Credit,0,3,0.9033138773172629,0
4006,Online,Domestic,Night,Credit,1,6,0.5945948649997965,0
498,Online,International,Night,Debit,0,7,0.7252670690610744,0
2214,In-Person,Domestic,Night,Debit,1,9,0.49875609830826206,0
2667,In-Person,International,Night,Debit,1,1,0.4636834089134029,0
3286,Online,Domestic,Afternoon,Debit,1,3,0.4988687868045155,0
1112,Online,Domestic,Morning,Debit,0,5,0.4729748978471382,0
1251,Online,Domestic,Night,Credit,1,3,0.7079995103727915,0
525,Online,Domestic,Morning,Credit,1,8,0.3974109631439404,0
402,In-Person,Domestic,Afternoon,Debit,0,6,0.2536987656976216,0
640,Online,Domestic,Afternoon,Debit,1,2,0.7359107891246569,0
3726,In-Person,International,Night,Credit,1,1,0.128167774341356,0
1857,In-Person,Domestic,Night,Credit,1,5,0.7468780140248336,0
2665,In-Person,International,Afternoon,Credit,0,9,0.33691932594511853,0
989,Online,Domestic,Afternoon,Debit,0,9,0.27122759319377515,0
4539,Online,International,Morning,Debit,1,1,0.44106100376249513,0
3412,In-Person,Domestic,Afternoon,Credit,0,3,0.2057499648390562,0
3881,In-Person,Domestic,Morning,Credit,1,6,0.4460406621060663,0
287,In-Person,International,Afternoon,Debit,0,5,0.1920895499341208,0
242,In-Person,Domestic,Morning,Credit,1,4,0.5351398598483192,0
1562,Online,Domestic,Afternoon,Debit,1,2,0.2585527744671996,0
3280,In-Person,Domestic,Afternoon,Credit,1,4,0.21699692670142628,0
2419,Online,Domestic,Morning,Debit,0,5,0.6211986668797187,0
3522,Online,International,Morning,Credit,1,2,0.6627205454055967,0
35,Online,Domestic,Night,Credit,1,1,0.10496578677012361,0
470,Online,International,Night,Credit,0,7,0.4489096787281168,0
3774,In-Person,Domestic,Afternoon,Credit,0,7,0.17016048103892012,0
3441,Online,Domestic,Afternoon,Debit,1,8,0.7647800148279161,0
3493,In-Person,Domestic,Morning,Credit,0,6,0.7133706365869137,0
2004,Online,Domestic,Afternoon,Debit,1,1,0.14475621973958647,0
500,In-Person,International,Night,Credit,0,8,0.947125531327292,0
1082,In-Person,Domestic,Morning,Credit,0,2,0.9639643165342191,0
3183,In-Person,Domestic,Afternoon,Debit,1,3,0.40120446621429706,0
225,In-Person,Domestic,Morning,Credit,1,8,0.21755136074644915,0
1733,In-Person,International,Night,Credit,1,4,0.20290891774570913,0
1602,Online,International,Night,Debit,0,5,0.8566484775331883,0
2616,In-Person,International,Night,Credit,1,9,0.5132466001869952,0
168,Online,International,Afternoon,Credit,0,7,0.10855759656360703,0
4791,In-Person,Domestic,Afternoon,Credit,1,7,0.9328168778365366,0
3323,Online,Domestic,Afternoon,Debit,1,1,0.63346359341688,0
2851,Online,International,Afternoon,Credit,1,1,0.7213572891215164,0
1786,Online,Domestic,Afternoon,Debit,0,8,0.8411985436395072,0
2062,In-Person,Domestic,Afternoon,Debit,1,1,0.836720830576742,0
2305,Online,International,Night,Debit,0,2,0.1682243852683057,0
1706,In-Person,Domestic,Night,Debit,1,4,0.6165930637275493,0
3003,In-Person,International,Afternoon,Credit,1,9,0.7266201650583103,0
2479,Online,International,Night,Credit,0,7,0.17705839403420348,1
1956,Online,International,Morning,Debit,0,7,0.3001608164781923,0
3819,In-Person,International,Afternoon,Credit,0,7,0.4562330126649058,0
2793,In-Person,International,Morning,Credit,1,5,0.8978725569098958,0
3654,In-Person,International,Afternoon,Credit,1,1,0.8655700589637928,0
2510,In-Person,Domestic,Afternoon,Credit,0,5,0.8038927012822858,0
3655,In-Person,Domestic,Night,Credit,1,8,0.9912490405191133,0
2655,In-Person,Domestic,Morning,Credit,0,7,0.31839098643397756,0
2359,Online,International,Night,Debit,0,7,0.5210333290421194,0
1942,In-Person,International,Afternoon,Credit,1,2,0.5020507111036469,0
3304,In-Person,International,Morning,Debit,0,1,0.7110436720168007,0
1767,Online,Domestic,Afternoon,Credit,1,4,0.8651379579340456,0
1126,Online,Domestic,Night,Debit,0,8,0.5425144797513379,0
2577,Online,International,Afternoon,Credit,1,1,0.5423786137822227,0
3509,In-Person,International,Afternoon,Debit,0,2,0.6474860315670977,0
502,Online,International,Night,Debit,1,7,0.7682270969938905,0
3316,Online,International,Afternoon,Credit,0,5,0.28117070692717794,0
629,In-Person,International,Morning,Credit,1,6,0.9656735954953913,0
3242,In-Person,Domestic,Night,Debit,1,8,0.18284813256350677,0
3833,In-Person,International,Afternoon,Credit,1,9,0.1207900659260781,0
2390,In-Person,International,Night,Credit,0,8,0.4229122663306256,0
1556,Online,International,Afternoon,Credit,1,1,0.7312914437070951,0
4968,In-Person,International,Night,Credit,0,4,0.9802674677639164,0
3573,Online,Domestic,Night,Debit,0,5,0.9394844102617511,0
1615,In-Person,International,Morning,Credit,0,9,0.7196387025639102,0
3762,Online,International,Night,Credit,1,6,0.49289114762298547,0
4685,In-Person,International,Morning,Credit,0,6,0.6362216091548726,0
1900,In-Person,Domestic,Night,Credit,0,3,0.9717915629546771,0
1285,In-Person,International,Night,Debit,1,2,0.3389509595507372,0
2753,Online,Domestic,Afternoon,Credit,1,2,0.5304526450420995,0
2503,Online,International,Afternoon,Credit,1,7,0.7236115216455324,0
366,Online,International,Afternoon,Credit,1,5,0.109268993914593,0
879,In-Person,International,Night,Debit,0,1,0.44313527549451603,0
895,Online,International,Night,Credit,0,5,0.6111209803084107,0
2011,In-Person,International,Morning,Debit,0,1,0.9108264513864844,0
1293,In-Person,International,Morning,Credit,0,9,0.9927978954401571,0
629,In-Person,International,Morning,Credit,0,8,0.6006919656049332,0
892,Online,International,Afternoon,Debit,1,4,0.9501222587225236,0
806,In-Person,International,Afternoon,Debit,0,1,0.18933896364739303,0
3652,Online,Domestic,Morning,Credit,1,8,0.7311437424756384,0
3435,In-Person,Domestic,Night,Credit,1,5,0.46049892801613457,0
1306,In-Person,Domestic,Afternoon,Credit,0,1,0.7758761118077525,0
4724,In-Person,Domestic,Afternoon,Credit,0,2,0.8809511903186296,0
254,Online,International,Morning,Credit,0,5,0.1483518562830448,0
2905,Online,International,Afternoon,Debit,1,9,0.9419261892913439,0
939,In-Person,Domestic,Morning,Credit,1,8,0.16134057329072776,0
529,Online,Domestic,Afternoon,Debit,1,8,0.7780585352500682,0
3222,Online,Domestic,Night,Debit,0,9,0.16216278252391875,0
2419,In-Person,Domestic,Night,Credit,1,2,0.8755139501565231,0
17,In-Person,International,Afternoon,Credit,1,7,0.28448332731252995,0
2535,Online,Domestic,Morning,Debit,1,5,0.4906632980837323,1
3433,In-Person,International,Afternoon,Debit,1,3,0.9393588160931513,0
2029,In-Person,International,Morning,Credit,0,8,0.812860595855733,0
4600,Online,International,Afternoon,Debit,1,2,0.8071977232651022,0
4292,Online,Domestic,Night,Debit,0,4,0.7869970604516875,0
3677,In-Person,Domestic,Night,Debit,0,5,0.6124915808768926,0
3681,Online,International,Afternoon,Credit,0,5,0.9562870408342055,0
2811,Online,Domestic,Afternoon,Credit,0,4,0.8484721540733545,0
95,In-Person,Domestic,Afternoon,Debit,1,3,0.4962592875610028,0
3125,In-Person,International,Night,Debit,0,3,0.7683003510178601,0
4242,In-Person,International,Night,Credit,0,5,0.9982967264835744,0
2478,In-Person,Domestic,Morning,Credit,1,6,0.883900420236349,0
3629,Online,International,Afternoon,Debit,1,1,0.10110069224949275,0
1646,Online,Domestic,Afternoon,Credit,1,4,0.7640975641746571,0
3593,In-Person,Domestic,Night,Credit,1,6,0.9080934981288608,0
4019,In-Person,International,Afternoon,Credit,0,2,0.3949773448550957,0
3336,In-Person,International,Morning,Credit,1,5,0.9797426704252302,0
2228,In-Person,Domestic,Afternoon,Credit,1,9,0.4611694290717493,0
2227,Online,International,Night,Debit,0,3,0.4790592360358572,0
4977,Online,Domestic,Afternoon,Debit,0,3,0.24478488348013752,0
2379,In-Person,International,Night,Credit,1,9,0.1869351234767813,0
3648,In-Person,Domestic,Morning,Credit,0,3,0.5829361302494939,0
2513,Online,International,Morning,Credit,1,4,0.6424979679037248,0
953,Online,Domestic,Afternoon,Credit,1,9,0.4302068652022599,0
2847,Online,Domestic,Afternoon,Debit,0,4,0.6459484646798426,0
2670,Online,International,Night,Debit,0,5,0.45520376728460976,0
2946,In-Person,Domestic,Morning,Credit,0,2,0.8813664861759957,0
4454,Online,Domestic,Morning,Credit,0,8,0.9584408299876715,0
3957,Online,Domestic,Morning,Credit,1,9,0.6341866384481741,0
1686,Online,Domestic,Morning,Credit,1,4,0.858047034706536,0
1206,In-Person,Domestic,Afternoon,Credit,0,3,0.8683673488448848,0
4115,In-Person,International,Afternoon,Debit,1,4,0.7423864212615912,0
2797,Online,Domestic,Night,Debit,0,7,0.2728017002675404,0
1471,Online,Domestic,Morning,Credit,1,1,0.23944427392985437,0
3328,In-Person,Domestic,Afternoon,Credit,1,2,0.9275358192248423,0
676,In-Person,International,Afternoon,Debit,1,5,0.33855517754709874,0
2186,Online,International,Morning,Debit,1,9,0.3216977625321771,0
3753,In-Person,Domestic,Afternoon,Debit,1,6,0.24951586412008997,0
610,Online,Domestic,Night,Credit,1,3,0.5747086429119728,0
2662,In-Person,International,Night,Debit,0,3,0.7092977396354377,0
4432,Online,International,Morning,Credit,0,7,0.7085453228069044,0
3834,Online,Domestic,Night,Credit,0,3,0.3349474296874526,0
3916,In-Person,International,Afternoon,Debit,1,3,0.18530687260313686,0
989,Online,Domestic,Night,Credit,0,7,0.37918854662120505,0
2461,In-Person,Domestic,Afternoon,Debit,1,9,0.5530913047792151,0
638,In-Person,Domestic,Morning,Credit,1,9,0.6511959958653323,0
1639,In-Person,International,Morning,Debit,1,3,0.3435403290426865,0
3706,Online,Domestic,Afternoon,Debit,0,8,0.26484257029495617,0
3440,Online,Domestic,Afternoon,Debit,1,1,0.8574181350215987,0
3684,Online,International,Night,Debit,1,8,0.8721333385632623,0
3939,In-Person,Domestic,Afternoon,Credit,0,2,0.35196065538992793,0
2775,Online,Domestic,Morning,Debit,0,4,0.6041015610405722,0
4379,Online,Domestic,Afternoon,Debit,0,7,0.49584381593092675,0
4790,Online,International,Night,Debit,1,6,0.2277704828517684,0
125,Online,International,Night,Debit,1,9,0.9465276054904996,0
4966,In-Person,Domestic,Afternoon,Credit,0,8,0.10880464221445174,0
2013,Online,International,Night,Debit,1,2,0.2688187332822748,0
702,In-Person,Domestic,Night,Credit,1,4,0.41100842951021077,0
3172,In-Person,Domestic,Morning,Credit,1,1,0.870815129664317,0
1115,In-Person,International,Afternoon,Credit,0,7,0.8097882943682095,0
3018,In-Person,International,Morning,Debit,1,4,0.6218956581095968,0
2171,Online,Domestic,Morning,Credit,0,8,0.7255188597874861,0
163,Online,International,Night,Debit,0,2,0.406820437707728,0
3709,Online,International,Morning,Debit,0,8,0.9464873915968551,0
4420,In-Person,International,Afternoon,Debit,1,2,0.12410855970432795,0
3796,Online,Domestic,Afternoon,Credit,1,8,0.19083580893048158,0
1074,In-Person,Domestic,Afternoon,Debit,1,1,0.9329984490375617,0
4210,Online,International,Morning,Credit,0,2,0.950546463684353,0
1923,Online,Domestic,Afternoon,Credit,0,5,0.5415139033494322,0
1226,Online,Domestic,Afternoon,Credit,1,1,0.6188147068663195,0
2411,In-Person,International,Morning,Credit,1,5,0.9122840695563084,0
1782,Online,Domestic,Morning,Debit,0,5,0.8680909185419371,0
1970,In-Person,International,Morning,Debit,1,7,0.8757566918689155,0
2790,In-Person,Domestic,Morning,Debit,0,2,0.43460704167767505,0
4814,In-Person,Domestic,Night,Debit,0,2,0.8474930542142688,0
4756,Online,International,Morning,Debit,0,6,0.16237954102077198,0
2881,Online,Domestic,Morning,Credit,0,3,0.5382680271736308,0
670,In-Person,International,Afternoon,Credit,1,8,0.3136662450355114,0
2645,In-Person,Domestic,Afternoon,Credit,0,3,0.1322180064736055,0
2339,In-Person,Domestic,Morning,Debit,0,4,0.6554897724627375,0
3964,In-Person,Domestic,Morning,Credit,1,7,0.16856190366619062,0
2460,In-Person,International,Morning,Debit,0,1,0.20814331277727383,0
1142,Online,Domestic,Afternoon,Credit,0,1,0.17357058185847726,0
709,Online,Domestic,Afternoon,Credit,0,9,0.9775427973226349,0
2048,Online,International,Morning,Credit,0,6,0.13531482094829908,0
4657,In-Person,International,Afternoon,Debit,1,5,0.3427808094010214,0
4510,In-Person,Domestic,Afternoon,Debit,1,2,0.6867986314809105,0
4567,Online,International,Morning,Debit,1,2,0.8410448919128956,0
2189,Online,International,Afternoon,Debit,1,7,0.6473831718674211,0
2848,In-Person,International,Morning,Credit,0,6,0.9788515807186844,0
883,In-Person,International,Night,Debit,0,8,0.4039373879364767,0
93,In-Person,Domestic,Night,Debit,1,3,0.5248049430406936,0
1432,Online,International,Night,Credit,0,3,0.8391712923277669,0
2685,In-Person,Domestic,Afternoon,Credit,1,5,0.7135276536279003,0
3190,In-Person,Domestic,Night,Credit,0,4,0.29266035680767266,0
4326,In-Person,Domestic,Afternoon,Debit,1,8,0.5488009661070612,0
3985,Online,International,Morning,Credit,1,6,0.9783633850711954,0
1401,In-Person,International,Night,Credit,1,8,0.8767208580998618,0
3228,Online,Domestic,Afternoon,Debit,1,7,0.27262305781228546,0
4217,In-Person,Domestic,Night,Credit,0,2,0.2618073078789134,0
624,In-Person,International,Afternoon,Debit,0,9,0.8455550656331452,0
2981,Online,International,Afternoon,Debit,0,6,0.27900505128682385,0
3575,In-Person,Domestic,Morning,Debit,1,6,0.5075104538229096,0
3586,Online,International,Afternoon,Credit,1,2,0.26268277067075935,0
4580,In-Person,International,Afternoon,Credit,0,9,0.11319657583081955,0
280,Online,Domestic,Night,Credit,0,1,0.887863281520099,0
4076,In-Person,International,Morning,Debit,0,6,0.8011039979567263,0
2478,Online,International,Afternoon,Credit,0,8,0.5235295863600913,0
1400,Online,Domestic,Night,Debit,1,2,0.2436211000155366,0
3364,In-Person,International,Morning,Credit,1,3,0.8257759373857141,0
4145,Online,Domestic,Afternoon,Debit,0,7,0.42343054833807325,0
3617,In-Person,International,Night,Debit,0,1,0.6957542450388072,0
2593,Online,Domestic,Morning,Debit,0,5,0.38502499932073375,1
4083,In-Person,International,Morning,Debit,1,6,0.48905839444978305,0
3085,In-Person,Domestic,Morning,Debit,0,7,0.5819246463421536,0
3916,In-Person,International,Morning,Debit,1,7,0.7858146454403753,0
299,In-Person,International,Afternoon,Debit,1,3,0.8488617290960676,0
2490,Online,International,Afternoon,Debit,0,7,0.4991920721694917,0
3262,In-Person,Domestic,Morning,Debit,0,1,0.3097361191116343,0
288,In-Person,International,Morning,Debit,0,4,0.23828439563022086,0
2934,In-Person,Domestic,Afternoon,Debit,1,7,0.40667308412804404,0
590,In-Person,International,Night,Debit,0,7,0.8216051375521177,0
4968,In-Person,International,Morning,Credit,0,4,0.34658364278034076,0
263,Online,International,Afternoon,Credit,1,1,0.14276796953233692,0
4286,In-Person,International,Afternoon,Debit,1,8,0.6078484783127374,0
4786,Online,International,Night,Credit,1,4,0.13025226415751612,0
834,Online,International,Afternoon,Debit,0,2,0.8964326267085633,0
3842,In-Person,Domestic,Morning,Credit,1,4,0.7102544315846061,0
709,In-Person,Domestic,Afternoon,Debit,1,8,0.33116082131209856,0
1390,Online,International,Morning,Credit,1,8,0.522182353716377,0
3906,Online,International,Afternoon,Debit,1,5,0.765295146773446,0
1683,Online,International,Morning,Credit,1,2,0.924115450201469,1
2737,In-Person,International,Morning,Debit,0,7,0.8870083855540368,0
3166,Online,International,Afternoon,Credit,1,3,0.16257836826543834,0
3398,Online,Domestic,Morning,Credit,1,6,0.173027170940078,0
4317,In-Person,International,Afternoon,Credit,1,9,0.6379513349055694,0
393,Online,International,Afternoon,Debit,0,5,0.5468464619772468,0
351,In-Person,Domestic,Afternoon,Credit,0,9,0.3636433662419236,0
1997,Online,Domestic,Morning,Credit,1,4,0.9785557802739303,0
4069,In-Person,Domestic,Afternoon,Debit,1,9,0.7716403630753168,0
4949,Online,International,Night,Debit,1,1,0.7185857035503601,0
3119,In-Person,International,Morning,Credit,1,4,0.26319672349868345,0
4092,In-Person,International,Night,Debit,0,1,0.3555377989036861,0
4525,Online,International,Night,Credit,0,9,0.6445168156994543,0
